stdTaskCd,stdRiskFactorSeq,stdRiskMeasureSeq,riskFactor,stdSafetyMeasure
T01249,8325,16390,"엘리베이터 승강구 조립시 천정, 바닥 개구부로 떨어짐 위험",개구부 난간 등 설치
T01249,8325,16391,"엘리베이터 승강구 조립시 천정, 바닥 개구부로 떨어짐 위험",개구부 표시
T01249,8325,16392,"엘리베이터 승강구 조립시 천정, 바닥 개구부로 떨어짐 위험",안전방망 설치(근로자 안전대 착용)
T01249,8326,16393,엘리베이터 천정 또는 바닥 조립중 밟고 있던 가설자재가 부러지면서 떨어짐 위험,비계 높이가 2m 이상인 작업장소 법적기준에 맞는 작업발판 설치
T01249,8327,16394,불안전하게 높여진 공구나 자재가 엘리베이터 단부로 떨어져 하부에서 작업중이던 근로자가 물체에 맞음 위험,발끝막이판 설치
T01249,8327,16395,불안전하게 높여진 공구나 자재가 엘리베이터 단부로 떨어져 하부에서 작업중이던 근로자가 물체에 맞음 위험,안전난간 설치
T01250,8328,16396,엘리베이터 승강중 벽체와 승강기 사이에 끼임 위험,"작업지휘자 지정, 작업 지휘"
T01250,8329,16397,가이드레일 교정 작업중 공구 낙하로 인한 근로자 맞음 위험,발끝막이판 설치
T01250,8329,16398,가이드레일 교정 작업중 공구 낙하로 인한 근로자 맞음 위험,안전난간 설치
T01250,8330,16399,가이드레일 설치중 가이드레일이 낙하하여 하부에서 작업하던 근로자 맞음 위험,"작업지휘자 지정, 작업 지휘"
T01250,8331,16400,엘리베이터 천정에서 작업중 돌출물에 걸려 넘어짐 위험,작업장 정리정돈 및 청소
T01250,8331,16401,엘리베이터 천정에서 작업중 돌출물에 걸려 넘어짐 위험,전도예방조치(고정)
T01250,8332,16402,각층 엘리베이터 출입구에 안전난간대 미설치하여 엘리베이터 홀에서 이동중 떨어짐 위험,발끝막이판 설치
T01250,8332,16403,각층 엘리베이터 출입구에 안전난간대 미설치하여 엘리베이터 홀에서 이동중 떨어짐 위험,안전난간 설치
T01250,8333,16404,엘리베이터 승강구 천정 단부에 안전난간대 미설치로 작업중 단부로 떨어짐 위험,발끝막이판 설치
T01250,8333,16405,엘리베이터 승강구 천정 단부에 안전난간대 미설치로 작업중 단부로 떨어짐 위험,안전난간 설치
T01250,8334,16406,엘리비에터 천정 자재가 부서지면서 작업하던 근로자 떨어짐 위험,비계 높이가 2m 이상인 작업장소 법적기준에 맞는 작업발판 설치
T01250,8335,16407,"엘리베이터 설치시 안전모, 안전대 미착용하고 작업중 부딪히거나 떨어짐 위험","보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01251,8336,16408,굴삭기 버켓 연결부 탈락에 의한 버켓에 근로자 맞음 위험,"근로자 배치 및 교육, 작업방법, 방호장치 등 미리 확인 후 위험방지 조치"
T01251,8336,16409,굴삭기 버켓 연결부 탈락에 의한 버켓에 근로자 맞음 위험,일정한 신호방법 및 신호자 지정
T01251,8337,16410,굴삭기 운전원의 조작미숙에 의한 깔림 위험,"운전원 자격여부, 운전경력 파악"
T01251,8337,16411,굴삭기 운전원의 조작미숙에 의한 깔림 위험,작업전 특별교육 실시
T01251,8338,16412,굴삭면 상부에 적재된 토사의 중량으로 법면 무너짐 위험,굴착법면 상부에 적재 금지
T01251,8339,16413,주변 구조물 하부를 무리하게 굴착하여 구조물 무너짐 위험,관리감독자 해당 작업 지휘
T01251,8339,16414,주변 구조물 하부를 무리하게 굴착하여 구조물 무너짐 위험,해당 건설물 보강 또는 이설
T01251,8339,16415,주변 구조물 하부를 무리하게 굴착하여 구조물 무너짐 위험,해당 매설물 방호조치 또는 이설
T01251,8340,16416,관리감독자 없이 근로자 단독으로 무리하게 작업중 굴삭기에 부딪힘 위험,"작업지휘자 지정, 작업 지휘"
T01251,8341,16417,굴착 바닥면 정리 작업중 굴삭기 버켓에 부딪힘 위험,근로자 출입제한
T01251,8341,16418,굴착 바닥면 정리 작업중 굴삭기 버켓에 부딪힘 위험,유도자 배치
T01251,8342,16419,굴착 바닥면에서 정리 작업중 돌출물에 걸려 넘어짐 위험,작업장 정리정돈 및 청소
T01251,8342,16420,굴착 바닥면에서 정리 작업중 돌출물에 걸려 넘어짐 위험,전도예방조치(고정)
T01251,8343,16421,굴착면 상부에서 작업중 부주의로 인한 개구부 및 굴착 단부로 떨어짐 위험,개구부 난간 등 설치
T01251,8343,16422,굴착면 상부에서 작업중 부주의로 인한 개구부 및 굴착 단부로 떨어짐 위험,개구부 표시
T01251,8343,16423,굴착면 상부에서 작업중 부주의로 인한 개구부 및 굴착 단부로 떨어짐 위험,안전방망 설치(근로자 안전대 착용)
T01251,8344,16424,개인보호구 미착용으로 인한 안전사고 위험,"보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01252,8345,16425,관로를 손으로 무리하게 움직이려던중 관로에 끼임 위험,하역운반기계·운반용구 사용
T01252,8346,16426,굴삭기 버켓 연결부 탈락에 의한 버켓에 근로자 맞음 위험,"근로자 배치 및 교육, 작업방법, 방호장치 등 미리 확인 후 위험방지 조치"
T01252,8346,16427,굴삭기 버켓 연결부 탈락에 의한 버켓에 근로자 맞음 위험,일정한 신호방법 및 신호자 지정
T01252,8347,16428,굴삭면 상부에 적재된 토사의 중량으로 법면 무너짐 위험,굴착법면 상부에 적재 금지
T01252,8348,16429,굴착법면 상부의 부석 미제거로 인한 근로자 맞음 위험,빗물이나 지하수 등 배제
T01252,8348,16430,굴착법면 상부의 부석 미제거로 인한 근로자 맞음 위험,"옹벽, 흙막이 지보공 등 설치"
T01252,8348,16431,굴착법면 상부의 부석 미제거로 인한 근로자 맞음 위험,지보공 설치 및 부석 제거
T01252,8349,16432,굴착법면의 굴착구배 미준수에 의해 법면 무너짐 위험,굴착면의 기울기 별표11 참조
T01252,8350,16433,흄관 인양중 인양로프가 파단되면서 흄관에 근로자 맞음 위험,섬유로프 등 점검 및 교체
T01252,8351,16434,굴삭기 버켓에 용접된 인양고리가 탈락되면서 인양중이던 흄관에 부딪힘 위험,굴삭기 용도 외 사용 금지 조치
T01252,8351,16435,굴삭기 버켓에 용접된 인양고리가 탈락되면서 인양중이던 흄관에 부딪힘 위험,작업시작전 연결부 체결상태 확인
T01252,8352,16436,굴삭기 운전원의 운전미숙으로 인한 부딪힘 위험,"운전원 자격여부, 운전경력 파악"
T01252,8352,16437,굴삭기 운전원의 운전미숙으로 인한 부딪힘 위험,작업전 특별교육 실시
T01252,8353,16438,굴삭기 운행 및 굴삭 작업시 유도자 미배치로 인한 주변 근로자와 부딪힘 위험,작업구역 출입금지
T01252,8353,16439,굴삭기 운행 및 굴삭 작업시 유도자 미배치로 인한 주변 근로자와 부딪힘 위험,작업지휘자 또는 유도자 유도에 따라 작업
T01252,8354,16440,개인보호구 미착용으로 인한 안전사고 위험,"보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01253,8355,16441,"안전모, 안전화 등 미착용하고 작업중 붇딪히거나 찔림 위험","보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01253,8356,16442,벽 작업중 주변 법면의 부석을 미리 제거하지 않아 부석에 맞음 위험,빗물이나 지하수 등 배제
T01253,8356,16443,벽 작업중 주변 법면의 부석을 미리 제거하지 않아 부석에 맞음 위험,"옹벽, 흙막이 지보공 등 설치"
T01253,8356,16444,벽 작업중 주변 법면의 부석을 미리 제거하지 않아 부석에 맞음 위험,지보공 설치 및 부석 제거
T01253,8357,16445,옹벽 작업중 주변 지반 붕괴/토석 정리중 상부 부석에 맞음 위험,굴착면의 기울기 별표11 참조
T01253,8358,16446,철근 무너짐으로 인한 근로자 깔림 위험,철근 도괴 방지조치 시설 설치
T01253,8359,16447,지게차로 야갼에 블록 운반중 저조등 및 후미등 미설치로 주변 근로자와 부딪힘 위험,전조등 및 후미등 설치 또는 필요한 조명확보
T01253,8360,16448,관리감독자 없이 근로자 단독으로 작업중 떨어짐 위험,관리감독자 점검(별표3의 작업에 대해)
T01253,8360,16449,관리감독자 없이 근로자 단독으로 작업중 떨어짐 위험,관리감독자의 점검 및 이상조치
T01253,8361,16450,비계 작업발판 상에서 작업시 작업발판의 설치 불량으로 인한 떨어짐 위험,비계 높이가 2m 이상인 작업장소 법적기준에 맞는 작업발판 설치
T01253,8362,16451,옹벽 철근에 올라서서 작업중 떨어짐 위험,안전방망 설치(근로자 안전대 착용)
T01253,8362,16452,옹벽 철근에 올라서서 작업중 떨어짐 위험,작업발판 설치
T01253,8363,16453,"옹벽, 보강토 블럭쌓기중 단부로 떨어짐 위험",높이 2m이상 안전대 부착설비 설치
T01253,8363,16454,"옹벽, 보강토 블럭쌓기중 단부로 떨어짐 위험",안전대 및 부속설비 이상 유무 작업 전 점검
T01254,8364,16455,유도자를 미배치하고 작업하여 지게차 회전중 주변 근로자와 부딪힘 위험,근로자 출입제한
T01254,8364,16456,유도자를 미배치하고 작업하여 지게차 회전중 주변 근로자와 부딪힘 위험,유도자 배치
T01254,8365,16457,"안전모, 안전화 등 미착용하고 작업중 붇딪히거나 찔림 위험","보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01254,8366,16458,후진하는 로울러를 인지하지 못하여 근로자 깔림 위험,차량계 건설기계 전조등 설치
T01254,8367,16459,후진하는 로울러를 인지하지 못하여 근로자 깔림 위험,근로자 출입제한
T01254,8367,16460,후진하는 로울러를 인지하지 못하여 근로자 깔림 위험,유도자 배치
T01254,8368,16461,로울러 운전원의 운전미숙에 의해 주변 근로자와 부딪힘 위험,"로울러 운전원의 자격 유무, 경력 사전확인"
T01254,8368,16462,로울러 운전원의 운전미숙에 의해 주변 근로자와 부딪힘 위험,특별교육 실시
T01254,8369,16463,노면에서 바닥 정리 작업중 돌출물에 걸려 넘어짐 위험,작업장 정리정돈 및 청소
T01254,8369,16464,노면에서 바닥 정리 작업중 돌출물에 걸려 넘어짐 위험,전도예방조치(고정)
T01255,8370,16465,"안전모, 안전화 등 미착용하고 작업중 붇딪히거나 찔림 위험","보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01255,8371,16466,벽 작업중 주변 법면의 부석을 미리 제거하지 않아 부석에 맞음 위험,빗물이나 지하수 등 배제
T01255,8371,16467,벽 작업중 주변 법면의 부석을 미리 제거하지 않아 부석에 맞음 위험,"옹벽, 흙막이 지보공 등 설치"
T01255,8371,16468,벽 작업중 주변 법면의 부석을 미리 제거하지 않아 부석에 맞음 위험,지보공 설치 및 부석 제거
T01255,8372,16469,옹벽 작업중 주변 지반 붕괴/토석 정리중 상부 부석에 맞음 위험,굴착면의 기울기 별표11 참조
T01255,8373,16470,철근 무너짐으로 인한 근로자 깔림 위험,철근 도괴 방지 조치
T01255,8374,16471,지게차로 야갼에 블록 운반중 저조등 및 후미등 미설치로 주변 근로자와 부딪힘 위험,전조등 및 후미등 설치 또는 필요한 조명확보
T01255,8375,16472,관리감독자 없이 근로자 단독으로 작업중 떨어짐 위험,관리감독자 점검(별표3의 작업에 대해)
T01255,8375,16473,관리감독자 없이 근로자 단독으로 작업중 떨어짐 위험,관리감독자의 점검 및 이상조치
T01255,8376,16474,비계 작업발판 상에서 작업시 작업발판의 설치 불량으로 인한 떨어짐 위험,비계 높이가 2m 이상인 작업장소 법적기준에 맞는 작업발판 설치
T01255,8377,16475,옹벽 철근에 올라서서 작업중 떨어짐 위험,안전방망 설치(근로자 안전대 착용)
T01255,8377,16476,옹벽 철근에 올라서서 작업중 떨어짐 위험,작업발판 설치
T01255,8378,16477,"옹벽, 보강토 블럭쌓기중 단부로 떨어짐 위험",높이 2m이상 안전대 부착설비 설치
T01255,8378,16478,"옹벽, 보강토 블럭쌓기중 단부로 떨어짐 위험",안전대 및 부속설비 이상 유무 작업 전 점검
T01256,8379,16479,유도자를 미배치하고 작업하여 지게차 회전중 주변 근로자와 부딪힘 위험,근로자 출입제한
T01256,8379,16480,유도자를 미배치하고 작업하여 지게차 회전중 주변 근로자와 부딪힘 위험,유도자 배치
T01256,8380,16481,"안전모, 안전화 등 미착용하고 작업중 붇딪히거나 찔림 위험","보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01256,8381,16482,후진하는 로울러를 인지하지 못하여 근로자 깔림 위험,차량계 건설기계 전조등 설치
T01256,8382,16483,후진하는 로울러를 인지하지 못하여 근로자 깔림 위험,근로자 출입제한
T01256,8382,16484,후진하는 로울러를 인지하지 못하여 근로자 깔림 위험,유도자 배치
T01256,8383,16485,로울러 운전원의 운전미숙에 의해 주변 근로자와 부딪힘 위험,"운전원 자격여부, 운전경력 파악"
T01256,8384,16486,노면에서 바닥 정리 작업중 돌출물에 걸려 넘어짐 위험,작업장 정리정돈 및 청소
T01256,8384,16487,노면에서 바닥 정리 작업중 돌출물에 걸려 넘어짐 위험,전도예방조치(고정)
T01257,8385,16488,벌목 작업시 쓰러지는 나무에 깔림 위험,"로프등으로 전도되는 방향유도, 버팀대등을 설치"
T01257,8386,16489,벌목장비 후면에 경광등 미설치로 후진하는 장비에 깔림 위험,"벌목장비 시용시 후면에 경광등 설치, 후진 경보음, 후방카메라 설치"
T01257,8387,16490,개인보호구 미착용으로 인한 작업중 돌출부위에 찔림 위험,"보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01257,8388,16491,전동톱 사용시 불안전한 행동으로 신체 절단 위험,톱날접촉예방장치 설치
T01257,8389,16492,벌목장비 연결부 탈락으로 작업중 버켓 또는 절단기에 맞음 위험,"근로자 배치 및 교육, 작업방법, 방호장치 등 미리 확인 후 위험방지 조치"
T01257,8389,16493,벌목장비 연결부 탈락으로 작업중 버켓 또는 절단기에 맞음 위험,일정한 신호방법 및 신호자 지정
T01257,8390,16494,벌목한 나무를 너무 높게 야적하여 무너짐 위험,벌목한 나무의 야적시 적정 높이 유지
T01257,8391,16495,벌목장비 운전원의 운전미숙에 의한 부딪힘 위험,"운전원 자격여부, 운전경력 파악"
T01257,8392,16496,벌목장비로 작업중 신호 불일치로 인한 근로자 부딪힘 위험,일정한 신호방법 규정하여 근로자 주지
T01258,8393,16497,가설도로 법면 굴착시 굴착구배 미준수로 인한 토사 무너짐 위험,굴착면의 기울기 별표11 참조
T01258,8394,16498,굴착법면 상부의 부석 미제거로 인한 근로자 맞음 위험,빗물이나 지하수 등 배제
T01258,8394,16499,굴착법면 상부의 부석 미제거로 인한 근로자 맞음 위험,"옹벽, 흙막이 지보공 등 설치"
T01258,8394,16500,굴착법면 상부의 부석 미제거로 인한 근로자 맞음 위험,지보공 설치 및 부석 제거
T01258,8395,16501,차량계 건설기계의 법면 단부로 뒤집힘에 의한 운전자 깔림 위험,차량계 건설기계의 법면 단부에서 이격시키는 등 전도 방지조치
T01258,8396,16502,블도우저 등 차량계 건설기계 사용시 유도자 미배치하여 부딪힘 위험,"운전원 자격여부, 운전경력 파악"
T01258,8397,16503,"블도우저, 굴삭기 운전원의 자격 유무, 경력 사전 미확인으로 인한 부딪힘 위험","보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01258,8398,16504,"노면상에 돌출물, 웅덩이에 근로자 넘어짐 위험","보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01258,8399,16505,가설도로 단부 추락 위험장소에 안전 난간 설치 또는 안전휀스를 미설치하여 떨어짐 위험,발끝막이판 설치
T01258,8399,16506,가설도로 단부 추락 위험장소에 안전 난간 설치 또는 안전휀스를 미설치하여 떨어짐 위험,안전난간 설치
T01259,8400,16507,"안전모, 안전화 등 미착용하고 작업중 붇딪히거나 찔림 위험","보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01259,8401,16508,관리감독자 미배치하고 근로자 단독으로 작업중 무너짐 위험,관리감독자 점검(별표3의 작업에 대해)
T01259,8401,16509,관리감독자 미배치하고 근로자 단독으로 작업중 무너짐 위험,관리감독자의 점검 및 이상조치
T01259,8402,16510,굴삭기 버켓 연결부 탈락에 의한 버켓에 근로자 맞음 위험,"근로자 배치 및 교육, 작업방법, 방호장치 등 미리 확인 후 위험방지 조치"
T01259,8402,16511,굴삭기 버켓 연결부 탈락에 의한 버켓에 근로자 맞음 위험,일정한 신호방법 및 신호자 지정
T01259,8403,16512,굴착법면 상부의 부석 미제거로 인한 근로자 맞음 위험,빗물이나 지하수 등 배제
T01259,8403,16513,굴착법면 상부의 부석 미제거로 인한 근로자 맞음 위험,"옹벽, 흙막이 지보공 등 설치"
T01259,8403,16514,굴착법면 상부의 부석 미제거로 인한 근로자 맞음 위험,지보공 설치 및 부석 제거
T01259,8404,16515,주변 토사의 굴착 구배 미준수로 인한 토사 무너짐 위험,굴착면의 기울기 별표11 참조
T01259,8405,16516,운전미숙으로 굴삭기와 주변근로자 부딪힘 위험,"운전원 자격여부, 운전경력 파악"
T01259,8406,16517,굴착면 바닥의 돌출물에 걸려 넘어짐 위험,작업장 정리정돈 및 청소
T01259,8406,16518,굴착면 바닥의 돌출물에 걸려 넘어짐 위험,전도예방조치(고정)
T01259,8407,16519,가시설물 단부에 안전시설 미설치로 떨어짐 위험,발끝막이판 설치
T01259,8407,16520,가시설물 단부에 안전시설 미설치로 떨어짐 위험,안전난간 설치
T01259,8408,16521,굴착면 상부에서 작업중 부주의로 인한 개구부 및 굴착 단부로 떨어짐 위험,발끝막이판 설치
T01259,8408,16522,굴착면 상부에서 작업중 부주의로 인한 개구부 및 굴착 단부로 떨어짐 위험,안전난간 설치
T01260,8409,16523,"안전모, 안전화 등 미착용하고 작업중 붇딪히거나 찔림 위험","보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01260,8410,16524,굴삭면 상부에 적재된 토사의 중량으로 법면 무너짐 위험,굴착법면 상부에 적재 금지
T01260,8411,16525,지장물 보강재가 파단되면서 지장물에 깔림 위험,지장물 보강재 견고한 것 사용
T01260,8412,16526,지중 가시설물의 무리한 해체로 지장물 보강중 무너짐 위험,별도 구조 보강후 가시설물 해체
T01260,8413,16527,작업장 바닥의 돌출물에 걸려 넘어짐 위험,작업장 정리정돈 및 청소
T01260,8413,16528,작업장 바닥의 돌출물에 걸려 넘어짐 위험,전도예방조치(고정)
T01260,8414,16529,굴착면 상부에서 작업중 부주의로 인한 개구부 및 굴착 단부로 떨어짐 위험,안전방망 설치(근로자 안전대 착용)
T01260,8414,16530,굴착면 상부에서 작업중 부주의로 인한 개구부 및 굴착 단부로 떨어짐 위험,작업발판 설치
T01260,8415,16531,지중 가시설 단부에서 작업중 안전대 부착설비 미설치로 인한 떨어짐 위험,높이 2m이상 안전대 부착설비 설치
T01260,8415,16532,지중 가시설 단부에서 작업중 안전대 부착설비 미설치로 인한 떨어짐 위험,안전대 및 부속설비 이상 유무 작업 전 점검
T01260,8416,16533,굴착면 상부에서 작업중 부주의로 인한 개구부 및 굴착 단부로 떨어짐 위험,안전방망 설치(근로자 안전대 착용)
T01260,8416,16534,굴착면 상부에서 작업중 부주의로 인한 개구부 및 굴착 단부로 떨어짐 위험,작업발판 설치
T01263,8437,16565,굴삭기 버켓 연결부 탈락에 의한 버켓에 근로자 맞음 위험,권상기의 설치상태의 이상 유무
T01263,8437,16566,굴삭기 버켓 연결부 탈락에 의한 버켓에 근로자 맞음 위험,권상용 와이어로프 · 드럼 및 도르래의 부착상태의 이상 유무
T01263,8437,16567,굴삭기 버켓 연결부 탈락에 의한 버켓에 근로자 맞음 위험,권상장치의 브레이크 및 쐐기장치 기능의 이상 유무
T01263,8437,16568,굴삭기 버켓 연결부 탈락에 의한 버켓에 근로자 맞음 위험,버팀의 방법 및 고정상태의 이상 유무
T01263,8437,16569,굴삭기 버켓 연결부 탈락에 의한 버켓에 근로자 맞음 위험,본체 연결부의 풀림 또는 손상의 유무
T01263,8438,16570,근로자가 안전모 등 개인보호구 미착용에 의한 맞음 위험,"보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01263,8439,16571,부지 조성 작업중 법면 상부의 부석 낙하에 맞음 위험,부석 사전 제거
T01263,8440,16572,부지 조성중 작업장 주변 법면 무너짐 위험,굴착면의 기울기 별표11 참조
T01263,8441,16573,굴삭기 운전원의 운전미숙으로 인한 부딪힘 위험,"운전원 자격여부, 운전경력 파악"
T01263,8441,16574,굴삭기 운전원의 운전미숙으로 인한 부딪힘 위험,작업전 특별교육 실시
T01263,8442,16575,굴삭기 운행 및 굴삭 작업시 유도자 미배치로 인한 주변 근로자와 부딪힘 위험,근로자 출입제한
T01263,8442,16576,굴삭기 운행 및 굴삭 작업시 유도자 미배치로 인한 주변 근로자와 부딪힘 위험,유도자 배치
T01264,8443,16577,유압잭 인근에서 작업중 잭에 끼임 위험,안전지주 또는 안전블록 사용
T01264,8443,16578,유압잭 인근에서 작업중 잭에 끼임 위험,출입금지구역관리(안전지주 또는 안전블록 사용 시 예외)
T01264,8444,16579,"안전모, 안전화 등 미착용하고 작업중 붇딪히거나 찔림 위험","보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01264,8445,16580,안전대를 안전대 부착설비에 미체결로 인한 떨어짐 위험,높이 2m이상 안전대 부착설비 설치
T01264,8445,16581,안전대를 안전대 부착설비에 미체결로 인한 떨어짐 위험,안전대 및 부속설비 이상 유무 작업 전 점검
T01264,8446,16582,제작장 지붕 상부에서 천막 등 설치 작업시 단부로 떨어짐 위험,높이 2m이상 안전대 부착설비 설치
T01264,8446,16583,제작장 지붕 상부에서 천막 등 설치 작업시 단부로 떨어짐 위험,안전대 및 부속설비 이상 유무 작업 전 점검
T01264,8447,16584,철골 부재 조립 작업중 작업발판 미설치로 인한 떨어짐 위험,안전방망 설치(근로자 안전대 착용)
T01264,8447,16585,철골 부재 조립 작업중 작업발판 미설치로 인한 떨어짐 위험,작업발판 설치
T01264,8448,16586,교류아크용접기 사용중 접지 미실시로 인한 감전 위험,이중절연구조
T01264,8448,16587,교류아크용접기 사용중 접지 미실시로 인한 감전 위험,"전기 기계 · 기구의 금속제 외함, 금속제 외피 및 철대 접지"
T01264,8449,16588,담배 불씨 등으로 인한 제작장에 화재 위험,소화기 비치등
T01264,8449,16589,담배 불씨 등으로 인한 제작장에 화재 위험,흡연 구역 지정
T01264,8450,16590,콘크리트 양생 장소에 출입하던중 산소 부족으로 인한 질식 위험,산소농도 측정
T01264,8450,16591,콘크리트 양생 장소에 출입하던중 산소 부족으로 인한 질식 위험,"환기, 송기마스크 등 지급"
T01264,8451,16592,콘크리트 증기 양생중 증기에 의한 화상 위험,안전지주 또는 안전블록 사용
T01264,8451,16593,콘크리트 증기 양생중 증기에 의한 화상 위험,출입금지구역관리(안전지주 또는 안전블록 사용 시 예외)
T01265,8452,16594,"안전모, 안전화 등 미착용하고 작업중 붇딪히거나 찔림 위험","보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01265,8453,16595,불안전하게 적재된 자재 무너짐 위험,"수평유지, 전도방지 조치"
T01265,8454,16596,이동식크레인 운전원의 운전미숙으로 주변 근로자가 인양 자재에 맞음 위험,"운전원 자격여부, 운전경력 파악"
T01265,8455,16597,인양로프는 2줄걸이로 미체결로 자재에 맞음 위험,인양로프는 2줄걸이로 체결
T01265,8456,16598,인양용 후크에 해지장치 없이 사용중 로프가 후크에서 탈락 하면서 물체에 맞음 위험,이동식 크레인 해지장치 사용
T01265,8457,16599,이동식크레인 아웃트리거 미설치로 이동식크레인 이동으로 주변 근로자 부딪힘 위험,아웃트리거 거치시 평탄한 지반에 전용 받침대를 설치하여 거치
T01265,8458,16600,인양 작업반경내 근로자 출입으로 장비 또는 자재와 부딪힘 위험,안전 통로 설치
T01265,8458,16601,인양 작업반경내 근로자 출입으로 장비 또는 자재와 부딪힘 위험,장애물 제거
T01265,8458,16602,인양 작업반경내 근로자 출입으로 장비 또는 자재와 부딪힘 위험,통로구획
T01265,8459,16603,인양중 흔들거림으로 인한 근로자와 부딪힘 위험,2줄걸이로 결속하여 수평으로 인양
T01265,8460,16604,슬립폼에 근무자가 무리하게 올라서서 작업중 떨어짐 위험,높이 2m이상 안전대 부착설비 설치
T01265,8460,16605,슬립폼에 근무자가 무리하게 올라서서 작업중 떨어짐 위험,안전대 및 부속설비 이상 유무 작업 전 점검
T01266,8461,16606,인양용 잭(Jack) 주변에서 작업중 인양용 잭(Jack) 사이에 끼임 위험,안전지주 또는 안전블록 사용
T01266,8461,16607,인양용 잭(Jack) 주변에서 작업중 인양용 잭(Jack) 사이에 끼임 위험,출입금지구역관리(안전지주 또는 안전블록 사용 시 예외)
T01266,8462,16608,근로자가 안전모 등 개인보호구 미착용에 의한 부딪힘 위험,"보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01266,8463,16609,낙하물방지망 미설치로 인한 상부에서 자재 낙하로 인한 맞음 위험,낙하물방지망
T01266,8463,16610,낙하물방지망 미설치로 인한 상부에서 자재 낙하로 인한 맞음 위험,방호선반 설치
T01266,8463,16611,낙하물방지망 미설치로 인한 상부에서 자재 낙하로 인한 맞음 위험,보호구 착용
T01266,8463,16612,낙하물방지망 미설치로 인한 상부에서 자재 낙하로 인한 맞음 위험,출입금지구역 설정
T01266,8464,16613,내부 출입시 연돌 내부로 떨어지는 물체에 맞음 위험,낙하물방지망
T01266,8464,16614,내부 출입시 연돌 내부로 떨어지는 물체에 맞음 위험,방호선반 설치
T01266,8464,16615,내부 출입시 연돌 내부로 떨어지는 물체에 맞음 위험,보호구 착용
T01266,8464,16616,내부 출입시 연돌 내부로 떨어지는 물체에 맞음 위험,출입금지구역 설정
T01266,8465,16617,슬립폼 하부 작업대에서 견출 작업중 공구 또는 자재가 외부로 낙하하여 근로자 맞음 위험,낙하물방지망
T01266,8465,16618,슬립폼 하부 작업대에서 견출 작업중 공구 또는 자재가 외부로 낙하하여 근로자 맞음 위험,방호선반 설치
T01266,8465,16619,슬립폼 하부 작업대에서 견출 작업중 공구 또는 자재가 외부로 낙하하여 근로자 맞음 위험,보호구 착용
T01266,8465,16620,슬립폼 하부 작업대에서 견출 작업중 공구 또는 자재가 외부로 낙하하여 근로자 맞음 위험,출입금지구역 설정
T01266,8466,16621,작업발판상에 철근등 자재 과적으로 작업발판 무너짐 위험,비계 높이가 2m 이상인 작업장소 법적기준에 맞는 작업발판 설치
T01266,8467,16622,야간작업시 조명시설 미설치로 인한 넘어짐 위험,야간작업시 충분한 조명확보
T01266,8468,16623,"리프트 점검, 보수 불량에 의한 불시 떨어짐 위험",정기적 점검 및 유지 관리
T01266,8469,16624,리프트에서 슬립폼으로 이동중 리프트와 슬립폼 사이로 떨어짐 위험,리프트 출입문 대형 메쉬문으로 설치
