taskName,stdTaskCd,riskCate1Cd,riskCate1Name,riskCate2Cd,riskCate2Name,riskFactor,riskRelatedLaw,stdRiskFactorSeq
부대토목 옹벽시공,T01255,1,기계적 요인,6,추락위험 부분(개구부 등),관리감독자 없이 근로자 단독으로 작업중 떨어짐 위험,안전보건규칙 제35조 [관리감독자의 유해ㆍ위험 방지 업무 등] ,8375
부대토목 옹벽시공,T01255,1,기계적 요인,6,추락위험 부분(개구부 등),비계 작업발판 상에서 작업시 작업발판의 설치 불량으로 인한 떨어짐 위험,안전보건규칙 제56조 [작업발판의 구조],8376
부대토목 옹벽시공,T01255,1,기계적 요인,6,추락위험 부분(개구부 등),옹벽 철근에 올라서서 작업중 떨어짐 위험,안전보건규칙 제42조 [추락의 방지],8377
부대토목 옹벽시공,T01255,1,기계적 요인,6,추락위험 부분(개구부 등),"옹벽, 보강토 블럭쌓기중 단부로 떨어짐 위험",안전보건규칙 제44조 [안전대의 부착설비 등],8378
부대토목 구내 포장,T01256,1,기계적 요인,1,"협착위험 부분(감김,끼임)",유도자를 미배치하고 작업하여 지게차 회전중 주변 근로자와 부딪힘 위험,안전보건규칙 제200조 [접촉 방지],8379
부대토목 구내 포장,T01256,1,기계적 요인,2,"위험한 표면(절단, 베임, 긁힘)","안전모, 안전화 등 미착용하고 작업중 붇딪히거나 찔림 위험",안전보건규칙 제32조 [보호구의 지급 등],8380
부대토목 구내 포장,T01256,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",후진하는 로울러를 인지하지 못하여 근로자 깔림 위험,안전보건규칙 제197조 [전조등의 설치],8381
부대토목 구내 포장,T01256,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",후진하는 로울러를 인지하지 못하여 근로자 깔림 위험,안전보건규칙 제200조 [접촉 방지],8382
부대토목 구내 포장,T01256,1,기계적 요인,4,충돌위험 부분,로울러 운전원의 운전미숙에 의해 주변 근로자와 부딪힘 위험,,8383
부대토목 구내 포장,T01256,1,기계적 요인,5,"넘어짐(미끄러짐, 걸림, 헛디딤)",노면에서 바닥 정리 작업중 돌출물에 걸려 넘어짐 위험,안전보건규칙 제3조 [전도의 방지],8384
벌목 및 표토제거,T01257,1,기계적 요인,1,"협착위험 부분(감김,끼임)",벌목 작업시 쓰러지는 나무에 깔림 위험,,8385
벌목 및 표토제거,T01257,1,기계적 요인,1,"협착위험 부분(감김,끼임)",벌목장비 후면에 경광등 미설치로 후진하는 장비에 깔림 위험,,8386
벌목 및 표토제거,T01257,1,기계적 요인,2,"위험한 표면(절단, 베임, 긁힘)",개인보호구 미착용으로 인한 작업중 돌출부위에 찔림 위험,안전보건규칙 제32조 [보호구의 지급 등],8387
벌목 및 표토제거,T01257,1,기계적 요인,2,"위험한 표면(절단, 베임, 긁힘)",전동톱 사용시 불안전한 행동으로 신체 절단 위험,안전보건규칙 제101조 [원형톱기계의 톱날접촉예방장치],8388
벌목 및 표토제거,T01257,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",벌목장비 연결부 탈락으로 작업중 버켓 또는 절단기에 맞음 위험,안전보건규칙 제89조 [운전 시작 전 조치],8389
벌목 및 표토제거,T01257,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",벌목한 나무를 너무 높게 야적하여 무너짐 위험,,8390
벌목 및 표토제거,T01257,1,기계적 요인,4,충돌위험 부분,벌목장비 운전원의 운전미숙에 의한 부딪힘 위험,,8391
벌목 및 표토제거,T01257,1,기계적 요인,4,충돌위험 부분,벌목장비로 작업중 신호 불일치로 인한 근로자 부딪힘 위험,안전보건규칙 제406조 [벌목의 신호 등],8392
가설도로 시공,T01258,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",가설도로 법면 굴착시 굴착구배 미준수로 인한 토사 무너짐 위험,안전보건규칙 제338조 [지반 등의 굴착 시 위험 방지],8393
가설도로 시공,T01258,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",굴착법면 상부의 부석 미제거로 인한 근로자 맞음 위험,안전보건규칙 제50조 [붕괴ㆍ낙하에 의한 위험 방지],8394
가설도로 시공,T01258,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",차량계 건설기계의 법면 단부로 뒤집힘에 의한 운전자 깔림 위험,,8395
가설도로 시공,T01258,1,기계적 요인,4,충돌위험 부분,블도우저 등 차량계 건설기계 사용시 유도자 미배치하여 부딪힘 위험,,8396
가설도로 시공,T01258,1,기계적 요인,4,충돌위험 부분,"블도우저, 굴삭기 운전원의 자격 유무, 경력 사전 미확인으로 인한 부딪힘 위험",안전보건규칙 제32조 [보호구의 지급 등],8397
가설도로 시공,T01258,1,기계적 요인,5,"넘어짐(미끄러짐, 걸림, 헛디딤)","노면상에 돌출물, 웅덩이에 근로자 넘어짐 위험",안전보건규칙 제32조 [보호구의 지급 등],8398
가설도로 시공,T01258,1,기계적 요인,6,추락위험 부분(개구부 등),가설도로 단부 추락 위험장소에 안전 난간 설치 또는 안전휀스를 미설치하여 떨어짐 위험,안전보건규칙 제13조 [안전난간의 구조 및 설치요건],8399
지장물 조사 굴착,T01259,1,기계적 요인,2,"위험한 표면(절단, 베임, 긁힘)","안전모, 안전화 등 미착용하고 작업중 붇딪히거나 찔림 위험",안전보건규칙 제32조 [보호구의 지급 등],8400
지장물 조사 굴착,T01259,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",관리감독자 미배치하고 근로자 단독으로 작업중 무너짐 위험,안전보건규칙 제35조 [관리감독자의 유해ㆍ위험 방지 업무 등] ,8401
지장물 조사 굴착,T01259,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",굴삭기 버켓 연결부 탈락에 의한 버켓에 근로자 맞음 위험,안전보건규칙 제89조 [운전 시작 전 조치],8402
지장물 조사 굴착,T01259,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",굴착법면 상부의 부석 미제거로 인한 근로자 맞음 위험,안전보건규칙 제50조 [붕괴ㆍ낙하에 의한 위험 방지],8403
지장물 조사 굴착,T01259,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",주변 토사의 굴착 구배 미준수로 인한 토사 무너짐 위험,안전보건규칙 제338조 [지반 등의 굴착 시 위험 방지],8404
지장물 조사 굴착,T01259,1,기계적 요인,4,충돌위험 부분,운전미숙으로 굴삭기와 주변근로자 부딪힘 위험,,8405
지장물 조사 굴착,T01259,1,기계적 요인,5,"넘어짐(미끄러짐, 걸림, 헛디딤)",굴착면 바닥의 돌출물에 걸려 넘어짐 위험,안전보건규칙 제3조 [전도의 방지],8406
지장물 조사 굴착,T01259,1,기계적 요인,6,추락위험 부분(개구부 등),가시설물 단부에 안전시설 미설치로 떨어짐 위험,안전보건규칙 제13조 [안전난간의 구조 및 설치요건],8407
지장물 조사 굴착,T01259,1,기계적 요인,6,추락위험 부분(개구부 등),굴착면 상부에서 작업중 부주의로 인한 개구부 및 굴착 단부로 떨어짐 위험,안전보건규칙 제13조 [안전난간의 구조 및 설치요건],8408
"지장물 보호, 보강",T01260,1,기계적 요인,2,"위험한 표면(절단, 베임, 긁힘)","안전모, 안전화 등 미착용하고 작업중 붇딪히거나 찔림 위험",안전보건규칙 제32조 [보호구의 지급 등],8409
"지장물 보호, 보강",T01260,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",굴삭면 상부에 적재된 토사의 중량으로 법면 무너짐 위험,,8410
"지장물 보호, 보강",T01260,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",지장물 보강재가 파단되면서 지장물에 깔림 위험,,8411
"지장물 보호, 보강",T01260,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",지중 가시설물의 무리한 해체로 지장물 보강중 무너짐 위험,,8412
"지장물 보호, 보강",T01260,1,기계적 요인,5,"넘어짐(미끄러짐, 걸림, 헛디딤)",작업장 바닥의 돌출물에 걸려 넘어짐 위험,안전보건규칙 제3조 [전도의 방지],8413
"지장물 보호, 보강",T01260,1,기계적 요인,6,추락위험 부분(개구부 등),굴착면 상부에서 작업중 부주의로 인한 개구부 및 굴착 단부로 떨어짐 위험,안전보건규칙 제42조 [추락의 방지],8414
"지장물 보호, 보강",T01260,1,기계적 요인,6,추락위험 부분(개구부 등),지중 가시설 단부에서 작업중 안전대 부착설비 미설치로 인한 떨어짐 위험,안전보건규칙 제44조 [안전대의 부착설비 등],8415
"지장물 보호, 보강",T01260,6,작업환경 요인,3,공간 및 이동통로,굴착면 상부에서 작업중 부주의로 인한 개구부 및 굴착 단부로 떨어짐 위험,안전보건규칙 제42조 [추락의 방지],8416
제작장 부지 조성,T01263,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",굴삭기 버켓 연결부 탈락에 의한 버켓에 근로자 맞음 위험,안전보건규칙 제207조 [조립시 점검],8437
제작장 부지 조성,T01263,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",근로자가 안전모 등 개인보호구 미착용에 의한 맞음 위험,안전보건규칙 제32조 [보호구의 지급 등],8438
제작장 부지 조성,T01263,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",부지 조성 작업중 법면 상부의 부석 낙하에 맞음 위험,,8439
제작장 부지 조성,T01263,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",부지 조성중 작업장 주변 법면 무너짐 위험,안전보건규칙 제338조 [지반 등의 굴착 시 위험 방지],8440
제작장 부지 조성,T01263,1,기계적 요인,4,충돌위험 부분,굴삭기 운전원의 운전미숙으로 인한 부딪힘 위험,,8441
제작장 부지 조성,T01263,1,기계적 요인,4,충돌위험 부분,굴삭기 운행 및 굴삭 작업시 유도자 미배치로 인한 주변 근로자와 부딪힘 위험,안전보건규칙 제200조 [접촉 방지],8442
제작장 설치,T01264,1,기계적 요인,1,"협착위험 부분(감김,끼임)",유압잭 인근에서 작업중 잭에 끼임 위험,안전보건규칙 제20조 [출입의 금지 등],8443
제작장 설치,T01264,1,기계적 요인,2,"위험한 표면(절단, 베임, 긁힘)","안전모, 안전화 등 미착용하고 작업중 붇딪히거나 찔림 위험",안전보건규칙 제32조 [보호구의 지급 등],8444
제작장 설치,T01264,1,기계적 요인,6,추락위험 부분(개구부 등),안전대를 안전대 부착설비에 미체결로 인한 떨어짐 위험,안전보건규칙 제44조 [안전대의 부착설비 등],8445
제작장 설치,T01264,1,기계적 요인,6,추락위험 부분(개구부 등),제작장 지붕 상부에서 천막 등 설치 작업시 단부로 떨어짐 위험,안전보건규칙 제44조 [안전대의 부착설비 등],8446
제작장 설치,T01264,1,기계적 요인,6,추락위험 부분(개구부 등),철골 부재 조립 작업중 작업발판 미설치로 인한 떨어짐 위험,안전보건규칙 제42조 [추락의 방지],8447
제작장 설치,T01264,2,전기적 요인,1,감전(안전전압초과),교류아크용접기 사용중 접지 미실시로 인한 감전 위험,안전보건규칙 제302조 [전기 기계ㆍ기구의 접지],8448
제작장 설치,T01264,3,화학(물질)적 요인,8,화재 / 폭발 위험,담배 불씨 등으로 인한 제작장에 화재 위험,,8449
제작장 설치,T01264,5,작업특성 요인,6,질식위험·산소결핍,콘크리트 양생 장소에 출입하던중 산소 부족으로 인한 질식 위험,안전보건규칙 제643조 [산소농도 등의 측정],8450
제작장 설치,T01264,6,작업환경 요인,1,기후 / 고온 / 한랭,콘크리트 증기 양생중 증기에 의한 화상 위험,안전보건규칙 제20조 [출입의 금지 등],8451
슬립폼 제작,T01265,1,기계적 요인,2,"위험한 표면(절단, 베임, 긁힘)","안전모, 안전화 등 미착용하고 작업중 붇딪히거나 찔림 위험",안전보건규칙 제32조 [보호구의 지급 등],8452
슬립폼 제작,T01265,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",불안전하게 적재된 자재 무너짐 위험,,8453
슬립폼 제작,T01265,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",이동식크레인 운전원의 운전미숙으로 주변 근로자가 인양 자재에 맞음 위험,,8454
슬립폼 제작,T01265,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",인양로프는 2줄걸이로 미체결로 자재에 맞음 위험,,8455
슬립폼 제작,T01265,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",인양용 후크에 해지장치 없이 사용중 로프가 후크에서 탈락 하면서 물체에 맞음 위험,안전보건규칙 제149조 [해지장치의 사용],8456
슬립폼 제작,T01265,1,기계적 요인,4,충돌위험 부분,이동식크레인 아웃트리거 미설치로 이동식크레인 이동으로 주변 근로자 부딪힘 위험,,8457
슬립폼 제작,T01265,1,기계적 요인,4,충돌위험 부분,인양 작업반경내 근로자 출입으로 장비 또는 자재와 부딪힘 위험,안전보건규칙 제22조 [통로의 설치],8458
슬립폼 제작,T01265,1,기계적 요인,4,충돌위험 부분,인양중 흔들거림으로 인한 근로자와 부딪힘 위험,,8459
슬립폼 제작,T01265,1,기계적 요인,6,추락위험 부분(개구부 등),슬립폼에 근무자가 무리하게 올라서서 작업중 떨어짐 위험,안전보건규칙 제44조 [안전대의 부착설비 등],8460
슬립폼 인양,T01266,1,기계적 요인,1,"협착위험 부분(감김,끼임)",인양용 잭(Jack) 주변에서 작업중 인양용 잭(Jack) 사이에 끼임 위험,안전보건규칙 제20조 [출입의 금지 등],8461
슬립폼 인양,T01266,1,기계적 요인,2,"위험한 표면(절단, 베임, 긁힘)",근로자가 안전모 등 개인보호구 미착용에 의한 부딪힘 위험,안전보건규칙 제32조 [보호구의 지급 등],8462
슬립폼 인양,T01266,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",낙하물방지망 미설치로 인한 상부에서 자재 낙하로 인한 맞음 위험,안전보건규칙 제14조 [낙하물에 의한 위험의 방지],8463
슬립폼 인양,T01266,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",내부 출입시 연돌 내부로 떨어지는 물체에 맞음 위험,안전보건규칙 제14조 [낙하물에 의한 위험의 방지],8464
슬립폼 인양,T01266,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",슬립폼 하부 작업대에서 견출 작업중 공구 또는 자재가 외부로 낙하하여 근로자 맞음 위험,안전보건규칙 제14조 [낙하물에 의한 위험의 방지],8465
슬립폼 인양,T01266,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",작업발판상에 철근등 자재 과적으로 작업발판 무너짐 위험,안전보건규칙 제56조 [작업발판의 구조],8466
슬립폼 인양,T01266,1,기계적 요인,5,"넘어짐(미끄러짐, 걸림, 헛디딤)",야간작업시 조명시설 미설치로 인한 넘어짐 위험,,8467
슬립폼 인양,T01266,1,기계적 요인,6,추락위험 부분(개구부 등),"리프트 점검, 보수 불량에 의한 불시 떨어짐 위험",,8468
슬립폼 인양,T01266,1,기계적 요인,6,추락위험 부분(개구부 등),리프트에서 슬립폼으로 이동중 리프트와 슬립폼 사이로 떨어짐 위험,,8469
슬립폼 인양,T01266,1,기계적 요인,6,추락위험 부분(개구부 등),슬립폼 상부에서 철근 배근 작업중 작업발판 단부로 떨어짐 위험,안전보건규칙 제44조 [안전대의 부착설비 등],8470
슬립폼 인양,T01266,1,기계적 요인,6,추락위험 부분(개구부 등),하부 작업발판 상에서 작업중 개구부로 방호조치 미실시로 인한 떨어짐 위험,,8471
슬립폼 인양,T01266,3,화학(물질)적 요인,8,화재 / 폭발 위험,소화기 미비치로 인한 화재 위험,,8472
슬립폼 해체,T01267,1,기계적 요인,2,"위험한 표면(절단, 베임, 긁힘)",개인보호구를 미착용하고 작업시 부딪히거나 찔림 위험,안전보건규칙 제32조 [보호구의 지급 등],8473
슬립폼 해체,T01267,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",관리감독자 미배치하고 근로자 단독으로 무리하게 작업중 해체물 무너짐 위험,안전보건규칙 제35조 [관리감독자의 유해ㆍ위험 방지 업무 등] ,8474
슬립폼 해체,T01267,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",슬립폼 인양시 인양로프가 끊어지며서 자재 낙하로 인한 맞음 위험,안전보건규칙 제169조 [꼬임이 끊어진 섬유로프 등의 사용금지],8475
슬립폼 해체,T01267,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",슬립폼 해체중 부속자재가 떨어지면서 하부의 근로자가 낙하물에 맞음 위험,안전보건규칙 제20조 [출입의 금지 등],8476
슬립폼 해체,T01267,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",인양용 후크에 해지장치 없이 사용중 로프가 후크에서 탈락 하면서 물체에 맞음 위험,안전보건규칙 제149조 [해지장치의 사용],8477
슬립폼 해체,T01267,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",크레인 이동 경로 및 작업장의 평탄성 및 지반 지지력 미흡으로 인한 장비가 뒤집혀 근로자 깔림 위험,,8478
슬립폼 해체,T01267,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",크레인의 인양 능력 부족에 의한 인양물에 깔림 위험,안전보건규칙 제135조 [과부하의 제한 등],8479
슬립폼 해체,T01267,1,기계적 요인,4,충돌위험 부분,슬립폼의 인양시 균형을 상실하여 흔들리면서 근로자 부딪힘 위험,안전보건규칙 제20조 [출입의 금지 등],8480
슬립폼 해체,T01267,1,기계적 요인,4,충돌위험 부분,이동식크레인 운전원의 운전미숙으로 주변 근로자가 인양 자재에 맞음 위험,,8481
슬립폼 해체,T01267,1,기계적 요인,4,충돌위험 부분,이동식크레인으로 슬립폼 인양시 붐대가 꺽이면서 자재에 부딪힘 위험,안전보건규칙 제89조 [운전 시작 전 조치],8482
슬립폼 해체,T01267,1,기계적 요인,6,추락위험 부분(개구부 등),교각 또는 연돌 상부에서 안전대 미착용하고 단부에서 작업중 떨어짐 위험,안전보건규칙 제42조 [추락의 방지],8483
케이슨 제작,T01268,1,기계적 요인,2,"위험한 표면(절단, 베임, 긁힘)","안전모, 안전화 등 미착용하고 작업중 붇딪히거나 찔림 위험",안전보건규칙 제32조 [보호구의 지급 등],8484
케이슨 제작,T01268,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",갱폼 인양중 인양로프가 파단되면서 갱폼이 낙하되어 근로자 맞음 위험,안전보건규칙 제163조 [와이어로프 등 달기구의 안전계수],8485
케이슨 제작,T01268,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",갱폼 인양중 인양로프가 파단되면서 갱폼이 낙하되어 근로자 맞음 위험,안전보건규칙 제169조 [꼬임이 끊어진 섬유로프 등의 사용금지],8486
케이슨 제작,T01268,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",이동식크레인 후크 해지장치 미설치로 갱폼 인양중 갱폼에 맞음 위험,안전보건규칙 제149조 [해지장치의 사용],8487
케이슨 제작,T01268,1,기계적 요인,4,충돌위험 부분,워킹타워 지지 불량에 의한 부딪힘 위험,,8488
케이슨 제작,T01268,1,기계적 요인,5,"넘어짐(미끄러짐, 걸림, 헛디딤)",철근 조립 작업중 바닥 철근 미확인에 의한 넘어짐 위험,안전보건규칙 제23조 [가설통로의 구조],8489
케이슨 제작,T01268,1,기계적 요인,6,추락위험 부분(개구부 등),갱폼상에 안전난간대 미설치 및 격벽내측 거푸집의 바닥 개구부 덮개 미설치로 인한 떨어짐 위험,안전보건규칙 제43조 [개구부 등의 방호 조치],8490
케이슨 제작,T01268,1,기계적 요인,6,추락위험 부분(개구부 등),관리감독자 배치하지 않고 근로자 단독으로 작업중 갱폼상에서 떨어짐 위험,안전보건규칙 제35조 [관리감독자의 유해ㆍ위험 방지 업무 등] ,8491
케이슨 제작,T01268,1,기계적 요인,6,추락위험 부분(개구부 등),철근 조립 및 거푸집 조립 작업 중 안전난간 미설치로 인한 떨어짐 위험,안전보건규칙 제13조 [안전난간의 구조 및 설치요건],8492
케이슨 제작,T01268,1,기계적 요인,6,추락위험 부분(개구부 등),케이슨 갱폼에 작업발판이 부족하게 설치되어 개구부로 떨어짐 위험,,8493
케이슨 제작,T01268,1,기계적 요인,6,추락위험 부분(개구부 등),케이슨 안쪽 개구부 미표시로 인한 떨어짐 위험,안전보건규칙 제43조 [개구부 등의 방호 조치],8494
케이슨 제작,T01268,1,기계적 요인,6,추락위험 부분(개구부 등),케이슨 제작 가설 통로 단부에서 안전난간 미설치로 인한 떨어짐 위험,안전보건규칙 제13조 [안전난간의 구조 및 설치요건],8495
케이슨 운반 및 거치,T01269,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",케이슨 해상 운반중 케이슨내 해수 유입에 의한 침몰 위험,,8496
케이슨 운반 및 거치,T01269,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",풍랑에 의해 해상크레인의 불균형으로 무너짐 위험,,8497
케이슨 운반 및 거치,T01269,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",해상크레인의 인양 능력 부족 또는 바지선의 부양력 부족으로 인양물 무너짐,,8498
케이슨 운반 및 거치,T01269,1,기계적 요인,6,추락위험 부분(개구부 등),"케이슨 인양 로프 체결 등 고소 작업시 안전모, 안전대 미착용하여 떨어짐 위험",안전보건규칙 제32조 [보호구의 지급 등],8499
케이슨 운반 및 거치,T01269,1,기계적 요인,6,추락위험 부분(개구부 등),해상크레인의 바지선 단부에 안전장치 미설치로 인한 떨어짐 위험,안전보건규칙 제42조 [추락의 방지],8500
케이슨 운반 및 거치,T01269,5,작업특성 요인,6,질식위험·산소결핍,잠수 작업중 공기 호스가 스크류에 감겨 질식 위험,,8501
케이슨 운반 및 거치,T01269,5,작업특성 요인,6,질식위험·산소결핍,잠수부 산소공급 불량에 의한 질식 위험,,8502
케이슨 운반 및 거치,T01269,5,작업특성 요인,6,질식위험·산소결핍,잠수부가 사석 고르기 작업중 사석이 공기 공급용 호스를 눌러 질식 위험,안전보건규칙 제40조 [신호],8503
케이슨 운반 및 거치,T01269,5,작업특성 요인,10,작업(조작)도구,태풍 발생에 의한 해상장비 침몰 위험,,8504
케이슨 내 속채움,T01270,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",속채움용 사석 인양중 체결이 풀리면서 사석에 맞음 위험,안전보건규칙 제169조 [꼬임이 끊어진 섬유로프 등의 사용금지],8505
케이슨 내 속채움,T01270,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",인양용 와이어로프가 사석 인양중 파단되면서 사석에 맞음 위험,안전보건규칙 제169조 [꼬임이 끊어진 섬유로프 등의 사용금지],8506
케이슨 내 속채움,T01270,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",인양용 후크에 해지장치 없이 사용중 로프가 후크에서 탈락 하면서 물체에 맞음 위험,안전보건규칙 제149조 [해지장치의 사용],8507
케이슨 내 속채움,T01270,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",케이슨 내부에 근로자 출입 중 낙하물에 맞음 위험,,8508
케이슨 내 속채움,T01270,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",크람셀 붐대 연결부 취약으로 사석 인양중 붐대 꺾임으로 인한 사석에 맞음 위험,안전보건규칙 제89조 [운전 시작 전 조치],8509
케이슨 내 속채움,T01270,1,기계적 요인,4,충돌위험 부분,크람셀 운전원의 운전미숙에 의한 부딪힘 위험,,8510
케이슨 내 속채움,T01270,1,기계적 요인,4,충돌위험 부분,"크람셀, 덤프 등 사석 투입 작업중 신호자 미배치로 인한 주변 근로자와 부딪힘 위험",안전보건규칙 제200조 [접촉 방지],8511
케이슨 내 속채움,T01270,1,기계적 요인,6,추락위험 부분(개구부 등),바지선 단부 및 개구부에서 이동 중 방호 조치 미실시로 인한 떨어짐 위험,,8512
부재반입,T01271,1,기계적 요인,1,"협착위험 부분(감김,끼임)",슬링벨트 제거 도중 후크가 강부재에 걸려 유동에 의한 손가락 끼임 위험,,8513
부재반입,T01271,1,기계적 요인,1,"협착위험 부분(감김,끼임)",인양물을 내려놓다 인양물에 깔림 위험,,8514
부재반입,T01271,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",강부재 받침목 준비 미흡에 의한 적치불량으로 무너짐 위험,,8515
부재반입,T01271,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분","강부재 이양 하역중 받침, 불량, 편심 등에 의해 화물 유동으로 무너짐 위험",,8516
부재반입,T01271,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",슬링벨트를 강재에 직접 감아 인양하다 벨트 파단으로 강재에 맞음 위험,,8517
부재반입,T01271,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",인양물을 받침목 위에 내려놓다 지반 침하로 인양물 무너짐 위험,안전보건규칙 제393조 [화물의 적재],8518
부재반입,T01271,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",인양용 와이어 로프를 1개걸이 또는 한방향으로 2개를 사용하여 인양하다 자재에 맞음 위험,,8519
부재반입,T01271,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",크레인 인양 작업 중 강부재의 하중에 의한 무너짐 위험,안전보건규칙 제135조 [과부하의 제한 등],8520
부재반입,T01271,1,기계적 요인,4,충돌위험 부분,슬링벨트로 인양 작업 중 슬링벨트 걸림에 의한 회전으로 부딪힘 위험,안전보건규칙 제150조 [경사각의 제한],8521
부재반입,T01271,1,기계적 요인,4,충돌위험 부분,운반차량 브레이크 고정불량에 의한 이동으로 주변근로자 깔림 위험,안전보건규칙 제386조 [경사면에서의 중량물 취급],8522
부재반입,T01271,1,기계적 요인,4,충돌위험 부분,장비 작업반경내 무단출입으로 인한 부딪힘 위험,안전보건규칙 제20조 [출입의 금지 등],8523
부재반입,T01271,1,기계적 요인,4,충돌위험 부분,크레인 또는 운반차량 작업반경내 근로자 출입에 의한 부딪힘 위험,,8524
부재반입,T01271,1,기계적 요인,6,추락위험 부분(개구부 등),적재함에서 무리하게 인양 작업중 적재함 단부에서 떨어짐 위험,안전보건규칙 제32조 [보호구의 지급 등],8525
"운반, 인양",T01272,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",안전작업 절차 미준수에 의해 인양 작업 중 무너짐 위험,안전보건규칙 제38조 [사전조사 및 작업계획서의 작성 등],8526
"운반, 인양",T01272,1,기계적 요인,3,"기계(설비) 의 낙하, 비래, 전복, 붕괴, 전도위험 부분",운반차량이 적재용량 초과 운행에 의한 타이어 펑크 등에 의한 무너짐 위험,안전보건규칙 제173조 [화물적재 시의 조치],8527
